mature_accession	mature_name	mature_confidence	precursor_accession	precursor_name	precursor_confidence
MIMAT0027027	hsa-miR-3192-3p	low	MI0014237	hsa-mir-3192	low
MIMAT0003326	hsa-miR-663a	low	MI0003672	hsa-mir-663a	low
MIMAT0015077	hsa-miR-3193	low	MI0014238	hsa-mir-3193	low
MIMAT0006765	hsa-miR-1825	low	MI0008193	hsa-mir-1825	low
MIMAT0019895	hsa-miR-4755-5p	high	MI0017395	hsa-mir-4755	high
MIMAT0019896	hsa-miR-4755-3p	high	MI0017395	hsa-mir-4755	high
MIMAT0003314	hsa-miR-644a	low	MI0003659	hsa-mir-644a	low
MIMAT0002870	hsa-miR-499a-5p	high	MI0003183	hsa-mir-499a	high
MIMAT0004772	hsa-miR-499a-3p	high	MI0003183	hsa-mir-499a	high
MIMAT0019897	hsa-miR-499b-5p	low	MI0017396	hsa-mir-499b	low
MIMAT0019898	hsa-miR-499b-3p	low	MI0017396	hsa-mir-499b	low
MIMAT0005879	hsa-miR-1289	low	MI0006350	hsa-mir-1289-1	low
MIMAT0005919	hsa-miR-548o-3p	unknown	MI0016746	hsa-mir-548o-2	high
MIMAT0022738	hsa-miR-548o-5p	high	MI0016746	hsa-mir-548o-2	high
MIMAT0027642	hsa-miR-6871-5p	low	MI0022718	hsa-mir-6871	low
MIMAT0027643	hsa-miR-6871-3p	low	MI0022718	hsa-mir-6871	low
MIMAT0018065	hsa-miR-3646	low	MI0016046	hsa-mir-3646	low
MIMAT0027524	hsa-miR-6812-5p	low	MI0022657	hsa-mir-6812	low
MIMAT0027525	hsa-miR-6812-3p	low	MI0022657	hsa-mir-6812	low
MIMAT0017997	hsa-miR-3617-5p	high	MI0016007	hsa-mir-3617	high
MIMAT0022966	hsa-miR-3617-3p	high	MI0016007	hsa-mir-3617	high
MIMAT0017995	hsa-miR-3616-5p	high	MI0016006	hsa-mir-3616	high
MIMAT0017996	hsa-miR-3616-3p	high	MI0016006	hsa-mir-3616	high
MIMAT0049016	hsa-miR-12122	low	MI0039724	hsa-mir-12122	low
MIMAT0003315	hsa-miR-645	low	MI0003660	hsa-mir-645	low
MIMAT0005890	hsa-miR-1302	low	MI0006366	hsa-mir-1302-5	low
MIMAT0015078	hsa-miR-3194-5p	high	MI0014239	hsa-mir-3194	high
MIMAT0019218	hsa-miR-3194-3p	high	MI0014239	hsa-mir-3194	high
MIMAT0019899	hsa-miR-4756-5p	low	MI0017397	hsa-mir-4756	low
MIMAT0019900	hsa-miR-4756-3p	low	MI0017397	hsa-mir-4756	low
MIMAT0016887	hsa-miR-4325	low	MI0015865	hsa-mir-4325	low
MIMAT0000690	hsa-miR-296-5p	high	MI0000747	hsa-mir-296	high
MIMAT0004679	hsa-miR-296-3p	high	MI0000747	hsa-mir-296	high
MIMAT0004901	hsa-miR-298	low	MI0005523	hsa-mir-298	low
MIMAT0003316	hsa-miR-646	low	MI0003661	hsa-mir-646	low
MIMAT0019072	hsa-miR-4533	low	MI0016900	hsa-mir-4533	low
MIMAT0018969	hsa-miR-548ag	low	MI0016794	hsa-mir-548ag-2	low
MIMAT0005908	hsa-miR-1257	low	MI0006391	hsa-mir-1257	low
MIMAT0015079	hsa-miR-3195	low	MI0014240	hsa-mir-3195	low
MIMAT0019903	hsa-miR-4758-5p	low	MI0017399	hsa-mir-4758	low
MIMAT0019904	hsa-miR-4758-3p	low	MI0017399	hsa-mir-4758	low
MIMAT0000416	hsa-miR-1-3p	high	MI0000651	hsa-mir-1-1	high
MIMAT0031892	hsa-miR-1-5p	high	MI0000651	hsa-mir-1-1	high
MIMAT0000427	hsa-miR-133a-3p	high	MI0000451	hsa-mir-133a-2	high
MIMAT0026478	hsa-miR-133a-5p	high	MI0000451	hsa-mir-133a-2	high
MIMAT0004591	hsa-miR-124-5p	high	MI0000445	hsa-mir-124-3	high
MIMAT0000422	hsa-miR-124-3p	high	MI0000445	hsa-mir-124-3	high
MIMAT0015080	hsa-miR-3196	low	MI0014241	hsa-mir-3196	low
MIMAT0016888	hsa-miR-4326	low	MI0015866	hsa-mir-4326	low
MIMAT0004984	hsa-miR-941	high	MI0005763	hsa-mir-941-1	high
MIMAT0004984	hsa-miR-941	high	MI0005764	hsa-mir-941-2	high
MIMAT0004984	hsa-miR-941	high	MI0005765	hsa-mir-941-3	high
MIMAT0004984	hsa-miR-941	high	MI0005766	hsa-mir-941-4	high
MIMAT0004984	hsa-miR-941	high	MI0031520	hsa-mir-941-5	high
MIMAT0007889	hsa-miR-1914-5p	high	MI0008335	hsa-mir-1914	high
MIMAT0007890	hsa-miR-1914-3p	high	MI0008335	hsa-mir-1914	high
MIMAT0003317	hsa-miR-647	low	MI0003662	hsa-mir-647	low
MIMAT0027526	hsa-miR-6813-5p	low	MI0022658	hsa-mir-6813	low
MIMAT0027527	hsa-miR-6813-3p	low	MI0022658	hsa-mir-6813	low
MIMAT0030996	hsa-miR-8069	low	MI0025905	hsa-mir-8069-1	low
MIMAT0025856	hsa-miR-6724-5p	low	MI0022559	hsa-mir-6724-1	low
MIMAT0041633	hsa-miR-10401-5p	low	MI0033425	hsa-mir-10401	low
MIMAT0041634	hsa-miR-10401-3p	low	MI0033425	hsa-mir-10401	low
MIMAT0018068	hsa-miR-3648	low	MI0016048	hsa-mir-3648-1	low
MIMAT0025856	hsa-miR-6724-5p	low	MI0031516	hsa-mir-6724-2	low
MIMAT0041633	hsa-miR-10401-5p	low	MI0033425	hsa-mir-10401	low
MIMAT0041634	hsa-miR-10401-3p	low	MI0033425	hsa-mir-10401	low
MIMAT0025856	hsa-miR-6724-5p	low	MI0031517	hsa-mir-6724-3	low
MIMAT0041633	hsa-miR-10401-5p	low	MI0033425	hsa-mir-10401	low
MIMAT0041634	hsa-miR-10401-3p	low	MI0033425	hsa-mir-10401	low
MIMAT0025856	hsa-miR-6724-5p	low	MI0031518	hsa-mir-6724-4	low
MIMAT0041633	hsa-miR-10401-5p	low	MI0033425	hsa-mir-10401	low
MIMAT0041634	hsa-miR-10401-3p	low	MI0033425	hsa-mir-10401	low
MIMAT0041635	hsa-miR-10396b-5p	low	MI0033426	hsa-mir-10396b	low
MIMAT0041636	hsa-miR-10396b-3p	low	MI0033426	hsa-mir-10396b	low
MIMAT0018068	hsa-miR-3648	low	MI0031512	hsa-mir-3648-2	low
MIMAT0041623	hsa-miR-10396a-5p	low	MI0033420	hsa-mir-10396a	low
MIMAT0041624	hsa-miR-10396a-3p	low	MI0033420	hsa-mir-10396a	low
MIMAT0015030	hsa-miR-3156-5p	low	MI0014242	hsa-mir-3156-3	low
MIMAT0014980	hsa-miR-3118	low	MI0014131	hsa-mir-3118-1	low
MIMAT0030996	hsa-miR-8069	low	MI0031519	hsa-mir-8069-2	low
MIMAT0000097	hsa-miR-99a-5p	high	MI0000101	hsa-mir-99a	high
MIMAT0004511	hsa-miR-99a-3p	high	MI0000101	hsa-mir-99a	high
MIMAT0000064	hsa-let-7c-5p	high	MI0000064	hsa-let-7c	high
MIMAT0026472	hsa-let-7c-3p	high	MI0000064	hsa-let-7c	high
MIMAT0000423	hsa-miR-125b-5p	high	MI0000470	hsa-mir-125b-2	high
MIMAT0004603	hsa-miR-125b-2-3p	high	MI0000470	hsa-mir-125b-2	high
MIMAT0015081	hsa-miR-548x-3p	unknown	MI0014244	hsa-mir-548x	high
MIMAT0022733	hsa-miR-548x-5p	high	MI0014244	hsa-mir-548x	high
MIMAT0024614	hsa-miR-6130	low	MI0021275	hsa-mir-6130	low
MIMAT0000646	hsa-miR-155-5p	high	MI0000681	hsa-mir-155	high
MIMAT0004658	hsa-miR-155-3p	high	MI0000681	hsa-mir-155	high
MIMAT0019905	hsa-miR-4759	low	MI0017400	hsa-mir-4759	low
MIMAT0016889	hsa-miR-4327	low	MI0015867	hsa-mir-4327	low
MIMAT0025458	hsa-miR-6501-5p	low	MI0022213	hsa-mir-6501	low
MIMAT0025459	hsa-miR-6501-3p	low	MI0022213	hsa-mir-6501	low
MIMAT0004185	hsa-miR-802	low	MI0003906	hsa-mir-802	low
MIMAT0025472	hsa-miR-6508-5p	low	MI0022220	hsa-mir-6508	low
MIMAT0025473	hsa-miR-6508-3p	low	MI0022220	hsa-mir-6508	low
MIMAT0019906	hsa-miR-4760-5p	low	MI0017401	hsa-mir-4760	low
MIMAT0019907	hsa-miR-4760-3p	low	MI0017401	hsa-mir-4760	low
MIMAT0015082	hsa-miR-3197	low	MI0014245	hsa-mir-3197	low
MIMAT0027528	hsa-miR-6814-5p	low	MI0022659	hsa-mir-6814	low
MIMAT0027529	hsa-miR-6814-3p	low	MI0022659	hsa-mir-6814	low
MIMAT0022497	hsa-miR-5692b	low	MI0019311	hsa-mir-5692b	low
MIMAT0023695	hsa-miR-6070	low	MI0020347	hsa-mir-6070	low
MIMAT0027530	hsa-miR-6815-5p	low	MI0022660	hsa-mir-6815	low
MIMAT0027531	hsa-miR-6815-3p	low	MI0022660	hsa-mir-6815	low
MIMAT0015083	hsa-miR-3198	low	MI0014246	hsa-mir-3198-1	low
MIMAT0003318	hsa-miR-648	low	MI0003663	hsa-mir-648	low
MIMAT0019908	hsa-miR-4761-5p	high	MI0017402	hsa-mir-4761	high
MIMAT0019909	hsa-miR-4761-3p	high	MI0017402	hsa-mir-4761	high
MIMAT0000455	hsa-miR-185-5p	high	MI0000482	hsa-mir-185	high
MIMAT0004611	hsa-miR-185-3p	high	MI0000482	hsa-mir-185	high
MIMAT0017998	hsa-miR-3618	low	MI0016008	hsa-mir-3618	low
MIMAT0005950	hsa-miR-1306-3p	high	MI0006443	hsa-mir-1306	high
MIMAT0022726	hsa-miR-1306-5p	high	MI0006443	hsa-mir-1306	high
MIMAT0027532	hsa-miR-6816-5p	low	MI0022661	hsa-mir-6816	low
MIMAT0027533	hsa-miR-6816-3p	low	MI0022661	hsa-mir-6816	low
MIMAT0005877	hsa-miR-1286	low	MI0006348	hsa-mir-1286	low
MIMAT0003319	hsa-miR-649	low	MI0003664	hsa-mir-649	low
MIMAT0004958	hsa-miR-301b-3p	high	MI0005568	hsa-mir-301b	high
MIMAT0032026	hsa-miR-301b-5p	high	MI0005568	hsa-mir-301b	high
MIMAT0004680	hsa-miR-130b-5p	high	MI0000748	hsa-mir-130b	high
MIMAT0000691	hsa-miR-130b-3p	high	MI0000748	hsa-mir-130b	high
MIMAT0003320	hsa-miR-650	low	MI0003665	hsa-mir-650	low
MIMAT0022257	hsa-miR-5571-5p	low	MI0019115	hsa-mir-5571	low
MIMAT0022258	hsa-miR-5571-3p	low	MI0019115	hsa-mir-5571	low
MIMAT0027534	hsa-miR-6817-5p	low	MI0022662	hsa-mir-6817	low
MIMAT0027535	hsa-miR-6817-3p	low	MI0022662	hsa-mir-6817	low
MIMAT0005875	hsa-miR-548j-5p	high	MI0006345	hsa-mir-548j	high
MIMAT0026737	hsa-miR-548j-3p	high	MI0006345	hsa-mir-548j	high
MIMAT0015084	hsa-miR-3199	low	MI0014247	hsa-mir-3199-1	low
MIMAT0015084	hsa-miR-3199	low	MI0014248	hsa-mir-3199-2	low
MIMAT0023116	hsa-miR-5739	low	MI0019412	hsa-mir-5739	low
MIMAT0027536	hsa-miR-6818-5p	low	MI0022663	hsa-mir-6818	low
MIMAT0027537	hsa-miR-6818-3p	low	MI0022663	hsa-mir-6818	low
MIMAT0017392	hsa-miR-3200-5p	high	MI0014249	hsa-mir-3200	high
MIMAT0015085	hsa-miR-3200-3p	high	MI0014249	hsa-mir-3200	high
MIMAT0018205	hsa-miR-3928-3p	high	MI0016438	hsa-mir-3928	high
MIMAT0027037	hsa-miR-3928-5p	high	MI0016438	hsa-mir-3928	high
MIMAT0028115	hsa-miR-7109-5p	low	MI0022960	hsa-mir-7109	low
MIMAT0028116	hsa-miR-7109-3p	low	MI0022960	hsa-mir-7109	low
MIMAT0019914	hsa-miR-4764-5p	low	MI0017405	hsa-mir-4764	low
MIMAT0019915	hsa-miR-4764-3p	low	MI0017405	hsa-mir-4764	low
MIMAT0018183	hsa-miR-3909	low	MI0016413	hsa-mir-3909	low
MIMAT0023694	hsa-miR-6069	low	MI0020346	hsa-mir-6069	low
MIMAT0027538	hsa-miR-6819-5p	low	MI0022664	hsa-mir-6819	low
MIMAT0027539	hsa-miR-6819-3p	low	MI0022664	hsa-mir-6819	low
MIMAT0003336	hsa-miR-658	low	MI0003682	hsa-mir-658	low
MIMAT0003337	hsa-miR-659-3p	high	MI0003683	hsa-mir-659	high
MIMAT0022710	hsa-miR-659-5p	high	MI0003683	hsa-mir-659	high
MIMAT0027540	hsa-miR-6820-5p	high	MI0022665	hsa-mir-6820	high
MIMAT0027541	hsa-miR-6820-3p	high	MI0022665	hsa-mir-6820	high
MIMAT0019073	hsa-miR-4534	low	MI0016901	hsa-mir-4534	low
MIMAT0019917	hsa-miR-4766-5p	low	MI0017407	hsa-mir-4766	low
MIMAT0019918	hsa-miR-4766-3p	low	MI0017407	hsa-mir-4766	low
MIMAT0005939	hsa-miR-1281	low	MI0006428	hsa-mir-1281	low
MIMAT0027678	hsa-miR-6889-5p	low	MI0022736	hsa-mir-6889	low
MIMAT0027679	hsa-miR-6889-3p	low	MI0022736	hsa-mir-6889	low
MIMAT0000091	hsa-miR-33a-5p	high	MI0000091	hsa-mir-33a	high
MIMAT0004506	hsa-miR-33a-3p	high	MI0000091	hsa-mir-33a	high
MIMAT0019074	hsa-miR-378i	low	MI0016902	hsa-mir-378i	low
MIMAT0005901	hsa-miR-1249-3p	high	MI0006384	hsa-mir-1249	high
MIMAT0032029	hsa-miR-1249-5p	high	MI0006384	hsa-mir-1249	high
MIMAT0019910	hsa-miR-4762-5p	low	MI0017403	hsa-mir-4762	low
MIMAT0019911	hsa-miR-4762-3p	low	MI0017403	hsa-mir-4762	low
MIMAT0017999	hsa-miR-3619-5p	high	MI0016009	hsa-mir-3619	high
MIMAT0019219	hsa-miR-3619-3p	high	MI0016009	hsa-mir-3619	high
MIMAT0000062	hsa-let-7a-5p	high	MI0000062	hsa-let-7a-3	high
MIMAT0004481	hsa-let-7a-3p	high	MI0000062	hsa-let-7a-3	high
MIMAT0019912	hsa-miR-4763-5p	low	MI0017404	hsa-mir-4763	low
MIMAT0019913	hsa-miR-4763-3p	low	MI0017404	hsa-mir-4763	low
MIMAT0000063	hsa-let-7b-5p	high	MI0000063	hsa-let-7b	high
MIMAT0004482	hsa-let-7b-3p	high	MI0000063	hsa-let-7b	high
MIMAT0015086	hsa-miR-3201	low	MI0014250	hsa-mir-3201	low
MIMAT0019075	hsa-miR-4535	low	MI0016903	hsa-mir-4535	low
MIMAT0018089	hsa-miR-3667-5p	low	MI0016068	hsa-mir-3667	low
MIMAT0018090	hsa-miR-3667-3p	low	MI0016068	hsa-mir-3667	low
MIMAT0027542	hsa-miR-6821-5p	low	MI0022666	hsa-mir-6821	low
MIMAT0027543	hsa-miR-6821-3p	low	MI0022666	hsa-mir-6821	low
MIMAT0049008	hsa-miR-12114	low	MI0039716	hsa-mir-12114	low
MIMAT0019961	hsa-miR-4790-5p	low	MI0017437	hsa-mir-4790	low
MIMAT0019962	hsa-miR-4790-3p	low	MI0017437	hsa-mir-4790	low
MIMAT0049021	hsa-miR-12127	low	MI0039729	hsa-mir-12127	low
MIMAT0014999	hsa-miR-378b	low	MI0014154	hsa-mir-378b	low
MIMAT0004947	hsa-miR-885-5p	high	MI0005560	hsa-mir-885	high
MIMAT0004948	hsa-miR-885-3p	high	MI0005560	hsa-mir-885	high
MIMAT0016900	hsa-miR-4270	low	MI0015878	hsa-mir-4270	low
MIMAT0015000	hsa-miR-3134	low	MI0014155	hsa-mir-3134	low
MIMAT0003227	hsa-miR-563	low	MI0003569	hsa-mir-563	low
MIMAT0018165	hsa-miR-3714	low	MI0016135	hsa-mir-3714	low
MIMAT0019963	hsa-miR-4791	low	MI0017438	hsa-mir-4791	low
MIMAT0015001	hsa-miR-3135a	low	MI0014156	hsa-mir-3135a	low
MIMAT0018960	hsa-miR-4442	low	MI0016785	hsa-mir-4442	low
MIMAT0015002	hsa-miR-466	low	MI0014157	hsa-mir-466	low
MIMAT0025452	hsa-miR-548ay-5p	high	MI0022210	hsa-mir-548ay	high
MIMAT0025453	hsa-miR-548ay-3p	high	MI0022210	hsa-mir-548ay	high
MIMAT0000424	hsa-miR-128-3p	high	MI0000727	hsa-mir-128-2	high
MIMAT0031095	hsa-miR-128-2-5p	high	MI0000727	hsa-mir-128-2	high
MIMAT0000082	hsa-miR-26a-5p	high	MI0000083	hsa-mir-26a-1	high
MIMAT0004499	hsa-miR-26a-1-3p	high	MI0000083	hsa-mir-26a-1	high
MIMAT0027544	hsa-miR-6822-5p	low	MI0022667	hsa-mir-6822	low
MIMAT0027545	hsa-miR-6822-3p	low	MI0022667	hsa-mir-6822	low
MIMAT0000430	hsa-miR-138-5p	high	MI0000476	hsa-mir-138-1	high
MIMAT0004607	hsa-miR-138-1-3p	high	MI0000476	hsa-mir-138-1	high
MIMAT0003228	hsa-miR-564	low	MI0003570	hsa-mir-564	low
MIMAT0005576	hsa-miR-1226-5p	low	MI0006313	hsa-mir-1226	low
MIMAT0005577	hsa-miR-1226-3p	low	MI0006313	hsa-mir-1226	low
MIMAT0018961	hsa-miR-4443	low	MI0016786	hsa-mir-4443	low
MIMAT0011158	hsa-miR-2115-5p	high	MI0010634	hsa-mir-2115	high
MIMAT0011159	hsa-miR-2115-3p	high	MI0010634	hsa-mir-2115	high
MIMAT0027546	hsa-miR-6823-5p	low	MI0022668	hsa-mir-6823	low
MIMAT0027547	hsa-miR-6823-3p	low	MI0022668	hsa-mir-6823	low
MIMAT0012734	hsa-miR-711	low	MI0012488	hsa-mir-711	low
MIMAT0027548	hsa-miR-6824-5p	low	MI0022669	hsa-mir-6824	low
MIMAT0027549	hsa-miR-6824-3p	low	MI0022669	hsa-mir-6824	low
MIMAT0019965	hsa-miR-4793-5p	high	MI0017440	hsa-mir-4793	high
MIMAT0019966	hsa-miR-4793-3p	high	MI0017440	hsa-mir-4793	high
MIMAT0003393	hsa-miR-425-5p	high	MI0001448	hsa-mir-425	high
MIMAT0001343	hsa-miR-425-3p	high	MI0001448	hsa-mir-425	high
MIMAT0000440	hsa-miR-191-5p	high	MI0000465	hsa-mir-191	high
MIMAT0001618	hsa-miR-191-3p	high	MI0000465	hsa-mir-191	high
MIMAT0027680	hsa-miR-6890-5p	low	MI0022737	hsa-mir-6890	low
MIMAT0027681	hsa-miR-6890-3p	low	MI0022737	hsa-mir-6890	low
MIMAT0016901	hsa-miR-4271	low	MI0015879	hsa-mir-4271	low
MIMAT0021124	hsa-miR-5193	low	MI0018172	hsa-mir-5193	low
MIMAT0023252	hsa-miR-5787	low	MI0019797	hsa-mir-5787	low
MIMAT0027644	hsa-miR-6872-5p	low	MI0022719	hsa-mir-6872	low
MIMAT0027645	hsa-miR-6872-3p	low	MI0022719	hsa-mir-6872	low
MIMAT0019956	hsa-miR-4787-5p	low	MI0017434	hsa-mir-4787	low
MIMAT0019957	hsa-miR-4787-3p	low	MI0017434	hsa-mir-4787	low
MIMAT0000414	hsa-let-7g-5p	high	MI0000433	hsa-let-7g	high
MIMAT0004584	hsa-let-7g-3p	high	MI0000433	hsa-let-7g	high
MIMAT0000428	hsa-miR-135a-5p	high	MI0000452	hsa-mir-135a-1	high
MIMAT0004595	hsa-miR-135a-3p	high	MI0000452	hsa-mir-135a-1	high
MIMAT0030991	hsa-miR-8064	low	MI0025900	hsa-mir-8064	low
MIMAT0018353	hsa-miR-3938	low	MI0016594	hsa-mir-3938	low
MIMAT0035703	hsa-miR-548bb-5p	low	MI0029321	hsa-mir-548bb	low
MIMAT0035704	hsa-miR-548bb-3p	low	MI0029321	hsa-mir-548bb	low
MIMAT0016902	hsa-miR-4272	low	MI0015880	hsa-mir-4272	low
MIMAT0015003	hsa-miR-3136-5p	low	MI0014158	hsa-mir-3136	low
MIMAT0019203	hsa-miR-3136-3p	low	MI0014158	hsa-mir-3136	low
MIMAT0005941	hsa-miR-1284	low	MI0006431	hsa-mir-1284	low
MIMAT0018962	hsa-miR-4444	low	MI0019111	hsa-mir-4444-2	low
MIMAT0005956	hsa-miR-1324	low	MI0006657	hsa-mir-1324	low
MIMAT0016903	hsa-miR-4273	low	MI0015881	hsa-mir-4273	low
MIMAT0018198	hsa-miR-3923	low	MI0016430	hsa-mir-3923	low
MIMAT0022479	hsa-miR-5688	low	MI0019292	hsa-mir-5688	low
MIMAT0019968	hsa-miR-4795-5p	low	MI0017442	hsa-mir-4795	low
MIMAT0019969	hsa-miR-4795-3p	low	MI0017442	hsa-mir-4795	low
MIMAT0030987	hsa-miR-8060	low	MI0025896	hsa-mir-8060	low
MIMAT0018196	hsa-miR-3921	low	MI0016428	hsa-mir-3921	low
MIMAT0018928	hsa-miR-548ab	low	MI0016752	hsa-mir-548ab	low
MIMAT0018963	hsa-miR-4445-5p	low	MI0016788	hsa-mir-4445	low
MIMAT0018964	hsa-miR-4445-3p	low	MI0016788	hsa-mir-4445	low
MIMAT0003231	hsa-miR-567	low	MI0003573	hsa-mir-567	low
MIMAT0039320	hsa-miR-9900	low	MI0031828	hsa-mir-9900	low
MIMAT0031003	hsa-miR-8076	low	MI0025912	hsa-mir-8076	low
MIMAT0019233	hsa-miR-4446-5p	low	MI0016789	hsa-mir-4446	low
MIMAT0018965	hsa-miR-4446-3p	low	MI0016789	hsa-mir-4446	low
MIMAT0003232	hsa-miR-568	low	MI0003574	hsa-mir-568	low
MIMAT0019970	hsa-miR-4796-5p	high	MI0017443	hsa-mir-4796	high
MIMAT0019971	hsa-miR-4796-3p	high	MI0017443	hsa-mir-4796	high
MIMAT0018966	hsa-miR-4447	low	MI0016790	hsa-mir-4447	low
MIMAT0048637	hsa-miR-6529-5p	low	MI0039501	hsa-mir-6529	low
MIMAT0048638	hsa-miR-6529-3p	low	MI0039501	hsa-mir-6529	low
MIMAT0000228	hsa-miR-198	low	MI0000240	hsa-mir-198	low
MIMAT0022470	hsa-miR-5682	high	MI0019282	hsa-mir-5682	high
MIMAT0028117	hsa-miR-7110-5p	low	MI0022961	hsa-mir-7110	low
MIMAT0028118	hsa-miR-7110-3p	low	MI0022961	hsa-mir-7110	low
MIMAT0021023	hsa-miR-5002-5p	low	MI0017868	hsa-mir-5002	low
MIMAT0021024	hsa-miR-5002-3p	low	MI0017868	hsa-mir-5002	low
MIMAT0023708	hsa-miR-6083	low	MI0020360	hsa-mir-6083	low
MIMAT0015004	hsa-miR-544b	low	MI0014159	hsa-mir-544b	low
MIMAT0021084	hsa-miR-5092	low	MI0017981	hsa-mir-5092	low
MIMAT0005935	hsa-miR-548i	low	MI0006421	hsa-mir-548i-1	low
MIMAT0027550	hsa-miR-6825-5p	low	MI0022670	hsa-mir-6825	low
MIMAT0027551	hsa-miR-6825-3p	low	MI0022670	hsa-mir-6825	low
MIMAT0031179	hsa-miR-7976	low	MI0025752	hsa-mir-7976	low
MIMAT0049018	hsa-miR-12124	low	MI0039726	hsa-mir-12124	low
MIMAT0027552	hsa-miR-6826-5p	low	MI0022671	hsa-mir-6826	low
MIMAT0027553	hsa-miR-6826-3p	low	MI0022671	hsa-mir-6826	low
MIMAT0022498	hsa-miR-5704	low	MI0019312	hsa-mir-5704	low
MIMAT0027554	hsa-miR-6827-5p	low	MI0022672	hsa-mir-6827	low
MIMAT0027555	hsa-miR-6827-3p	low	MI0022672	hsa-mir-6827	low
MIMAT0019958	hsa-miR-4788	low	MI0017435	hsa-mir-4788	low
MIMAT0021116	hsa-miR-5186	low	MI0018165	hsa-mir-5186	low
MIMAT0018193	hsa-miR-3919	low	MI0016425	hsa-mir-3919	low
MIMAT0000417	hsa-miR-15b-5p	high	MI0000438	hsa-mir-15b	high
MIMAT0004586	hsa-miR-15b-3p	high	MI0000438	hsa-mir-15b	high
MIMAT0000069	hsa-miR-16-5p	high	MI0000115	hsa-mir-16-2	high
MIMAT0004518	hsa-miR-16-2-3p	high	MI0000115	hsa-mir-16-2	high
MIMAT0005915	hsa-miR-1263	low	MI0006398	hsa-mir-1263	low
MIMAT0004794	hsa-miR-551b-5p	high	MI0003575	hsa-mir-551b	high
MIMAT0003233	hsa-miR-551b-3p	high	MI0003575	hsa-mir-551b	high
MIMAT0027556	hsa-miR-6828-5p	low	MI0022673	hsa-mir-6828	low
MIMAT0027557	hsa-miR-6828-3p	low	MI0022673	hsa-mir-6828	low
MIMAT0003234	hsa-miR-569	low	MI0003576	hsa-mir-569	low
MIMAT0019959	hsa-miR-4789-5p	low	MI0017436	hsa-mir-4789	low
MIMAT0019960	hsa-miR-4789-3p	low	MI0017436	hsa-mir-4789	low
MIMAT0031180	hsa-miR-7977	low	MI0025753	hsa-mir-7977	low
MIMAT0018967	hsa-miR-4448	low	MI0016791	hsa-mir-4448	low
MIMAT0005458	hsa-miR-1224-5p	low	MI0003764	hsa-mir-1224	low
MIMAT0005459	hsa-miR-1224-3p	low	MI0003764	hsa-mir-1224	low
MIMAT0022295	hsa-miR-5588-5p	low	MI0019147	hsa-mir-5588	low
MIMAT0022296	hsa-miR-5588-3p	low	MI0019147	hsa-mir-5588	low
MIMAT0022263	hsa-miR-548aq-5p	high	MI0019130	hsa-mir-548aq	high
MIMAT0022264	hsa-miR-548aq-3p	high	MI0019130	hsa-mir-548aq	high
MIMAT0005900	hsa-miR-1248	low	MI0006383	hsa-mir-1248	low
MIMAT0000085	hsa-miR-28-5p	high	MI0000086	hsa-mir-28	high
MIMAT0004502	hsa-miR-28-3p	high	MI0000086	hsa-mir-28	high
MIMAT0004987	hsa-miR-944	low	MI0005769	hsa-mir-944	low
MIMAT0015005	hsa-miR-3137	low	MI0014160	hsa-mir-3137	low
MIMAT0003235	hsa-miR-570-3p	low	MI0003577	hsa-mir-570	low
MIMAT0022707	hsa-miR-570-5p	low	MI0003577	hsa-mir-570	low
MIMAT0027558	hsa-miR-6829-5p	low	MI0022674	hsa-mir-6829	low
MIMAT0027559	hsa-miR-6829-3p	low	MI0022674	hsa-mir-6829	low
MIMAT0019972	hsa-miR-4797-5p	low	MI0017444	hsa-mir-4797	low
MIMAT0019973	hsa-miR-4797-3p	low	MI0017444	hsa-mir-4797	low
MIMAT0004972	hsa-miR-922	low	MI0005714	hsa-mir-922	low
MIMAT0003236	hsa-miR-571	low	MI0003578	hsa-mir-571	low
MIMAT0004986	hsa-miR-943	low	MI0005768	hsa-mir-943	low
MIMAT0019978	hsa-miR-4800-5p	low	MI0017448	hsa-mir-4800	low
MIMAT0019979	hsa-miR-4800-3p	low	MI0017448	hsa-mir-4800	low
MIMAT0018926	hsa-miR-378d	low	MI0016749	hsa-mir-378d-1	low
MIMAT0019974	hsa-miR-4798-5p	low	MI0017445	hsa-mir-4798	low
MIMAT0019975	hsa-miR-4798-3p	low	MI0017445	hsa-mir-4798	low
MIMAT0016906	hsa-miR-4274	low	MI0015884	hsa-mir-4274	low
MIMAT0000094	hsa-miR-95-3p	low	MI0000097	hsa-mir-95	low
MIMAT0026473	hsa-miR-95-5p	low	MI0000097	hsa-mir-95	low
MIMAT0005935	hsa-miR-548i	low	MI0006422	hsa-mir-548i-2	low
MIMAT0015006	hsa-miR-3138	low	MI0014161	hsa-mir-3138	low
MIMAT0003237	hsa-miR-572	low	MI0003579	hsa-mir-572	low
MIMAT0049007	hsa-miR-12113	low	MI0039715	hsa-mir-12113	low
MIMAT0021083	hsa-miR-5091	low	MI0017980	hsa-mir-5091	low
MIMAT0000275	hsa-miR-218-5p	high	MI0000294	hsa-mir-218-1	high
MIMAT0004565	hsa-miR-218-1-3p	high	MI0000294	hsa-mir-218-1	high
MIMAT0031181	hsa-miR-7978	low	MI0025754	hsa-mir-7978	low
MIMAT0049009	hsa-miR-12115	low	MI0039717	hsa-mir-12115	low
